respondent_id,h1n1_vaccine,seasonal_vaccine
37971,0.2,0.2
37972,0.2,0.2
37973,0.3,0.3
37974,0.5,0.5
37975,0.4,0.4
37976,0.2,0.2
37977,0.1,0.1
37978,0.2,0.2
37979,0.1,0.1
37980,0.1,0.1
37981,0.1,0.1
37982,0.1,0.1
37983,0.1,0.1
37984,0.1,0.1
37985,0.1,0.1
37986,0.1,0.1
37987,0.1,0.1
37988,0.2,0.2
37989,0.1,0.1
37990,0.0,0.0
37991,0.2,0.2
37992,0.2,0.2
37993,0.0,0.0
37994,0.1,0.1
37995,0.1,0.1
37996,0.5,0.5
37997,0.3,0.3
37998,0.4,0.4
37999,0.3,0.3
38000,0.2,0.2
38001,0.1,0.1
38002,0.7,0.7
38003,0.4,0.4
38004,0.0,0.0
38005,0.5,0.5
38006,0.1,0.1
38007,0.4,0.4
38008,0.0,0.0
38009,0.1,0.1
38010,0.1,0.1
38011,0.3,0.3
38012,0.0,0.0
38013,0.2,0.2
38014,0.0,0.0
38015,0.2,0.2
38016,0.2,0.2
38017,0.1,0.1
38018,0.0,0.0
38019,0.7,0.7
38020,0.0,0.0
38021,0.2,0.2
38022,0.6,0.6
38023,0.1,0.1
38024,0.4,0.4
38025,0.1,0.1
38026,0.0,0.0
38027,0.5,0.5
38028,0.3,0.3
38029,0.0,0.0
38030,0.0,0.0
38031,0.8,0.8
38032,0.0,0.0
38033,0.0,0.0
38034,0.2,0.2
38035,0.0,0.0
38036,0.1,0.1
38037,0.0,0.0
38038,0.2,0.2
38039,0.1,0.1
38040,0.3,0.3
38041,0.1,0.1
38042,0.0,0.0
38043,0.0,0.0
38044,0.1,0.1
38045,0.3,0.3
38046,0.0,0.0
38047,0.1,0.1
38048,0.1,0.1
38049,0.0,0.0
38050,0.0,0.0
38051,0.1,0.1
38052,0.1,0.1
38053,0.1,0.1
38054,0.2,0.2
38055,0.1,0.1
38056,0.7,0.7
38057,0.6,0.6
38058,0.1,0.1
38059,0.0,0.0
38060,0.1,0.1
38061,0.3,0.3
38062,0.3,0.3
38063,0.1,0.1
38064,0.0,0.0
38065,0.0,0.0
38066,0.3,0.3
38067,0.1,0.1
38068,0.1,0.1
38069,0.0,0.0
38070,0.1,0.1
38071,0.2,0.2
38072,0.0,0.0
38073,0.1,0.1
38074,0.0,0.0
38075,0.8,0.8
38076,0.4,0.4
38077,0.0,0.0
38078,0.0,0.0
38079,0.0,0.0
38080,0.5,0.5
38081,0.0,0.0
38082,0.0,0.0
38083,0.2,0.2
38084,0.5,0.5
38085,0.1,0.1
38086,0.1,0.1
38087,0.2,0.2
38088,0.1,0.1
38089,0.5,0.5
38090,0.1,0.1
38091,0.1,0.1
38092,0.3,0.3
38093,0.3,0.3
38094,0.2,0.2
38095,0.2,0.2
38096,0.4,0.4
38097,0.1,0.1
38098,0.1,0.1
38099,0.2,0.2
38100,0.1,0.1
38101,0.3,0.3
38102,0.0,0.0
38103,0.0,0.0
38104,0.1,0.1
38105,0.1,0.1
38106,0.0,0.0
38107,0.1,0.1
38108,0.1,0.1
38109,0.4,0.4
38110,0.0,0.0
38111,0.0,0.0
38112,0.0,0.0
38113,0.3,0.3
38114,0.0,0.0
38115,0.1,0.1
38116,0.1,0.1
38117,0.0,0.0
38118,0.9,0.9
38119,0.2,0.2
38120,0.3,0.3
38121,0.1,0.1
38122,0.0,0.0
38123,0.2,0.2
38124,0.1,0.1
38125,0.3,0.3
38126,0.2,0.2
38127,0.6,0.6
38128,0.1,0.1
38129,0.1,0.1
38130,0.1,0.1
38131,0.1,0.1
38132,0.0,0.0
38133,0.0,0.0
38134,0.0,0.0
38135,0.1,0.1
38136,0.2,0.2
38137,0.7,0.7
38138,0.0,0.0
38139,1.0,1.0
38140,0.0,0.0
38141,0.1,0.1
38142,0.7,0.7
38143,0.9,0.9
38144,0.5,0.5
38145,0.2,0.2
38146,0.4,0.4
38147,0.0,0.0
38148,0.5,0.5
38149,0.1,0.1
38150,0.4,0.4
38151,0.9,0.9
38152,0.1,0.1
38153,0.5,0.5
38154,0.0,0.0
38155,0.3,0.3
38156,0.7,0.7
38157,0.1,0.1
38158,0.3,0.3
38159,0.1,0.1
38160,0.1,0.1
38161,1.1,1.1
38162,0.3,0.3
38163,0.3,0.3
38164,0.2,0.2
38165,0.0,0.0
38166,0.5,0.5
38167,0.3,0.3
38168,0.1,0.1
38169,0.8,0.8
38170,0.4,0.4
38171,0.6,0.6
38172,0.1,0.1
38173,0.0,0.0
38174,0.0,0.0
38175,0.6,0.6
38176,0.7,0.7
38177,0.3,0.3
38178,0.1,0.1
38179,0.2,0.2
38180,0.4,0.4
38181,0.1,0.1
38182,0.4,0.4
38183,0.2,0.2
38184,0.0,0.0
38185,0.1,0.1
38186,0.1,0.1
38187,0.0,0.0
38188,0.1,0.1
38189,0.4,0.4
38190,0.3,0.3
38191,0.1,0.1
38192,0.1,0.1
38193,0.2,0.2
38194,0.4,0.4
38195,0.4,0.4
38196,0.0,0.0
38197,0.0,0.0
38198,0.2,0.2
38199,0.0,0.0
38200,0.0,0.0
38201,0.0,0.0
38202,0.8,0.8
38203,0.1,0.1
38204,0.0,0.0
38205,0.0,0.0
38206,0.6,0.6
38207,0.3,0.3
38208,0.1,0.1
38209,0.0,0.0
38210,0.2,0.2
38211,0.0,0.0
38212,0.4,0.4
38213,0.0,0.0
38214,0.4,0.4
38215,0.0,0.0
38216,0.1,0.1
38217,0.0,0.0
38218,0.2,0.2
38219,0.1,0.1
38220,0.5,0.5
38221,0.0,0.0
38222,0.1,0.1
38223,0.6,0.6
38224,0.0,0.0
38225,0.0,0.0
38226,0.2,0.2
38227,0.1,0.1
38228,0.0,0.0
38229,0.7,0.7
38230,0.0,0.0
38231,0.1,0.1
38232,0.1,0.1
38233,0.1,0.1
38234,0.1,0.1
38235,0.2,0.2
38236,0.9,0.9
38237,0.1,0.1
38238,0.0,0.0
38239,0.1,0.1
38240,0.2,0.2
38241,0.0,0.0
38242,0.0,0.0
38243,0.0,0.0
38244,0.0,0.0
38245,0.1,0.1
38246,0.1,0.1
38247,0.3,0.3
38248,0.6,0.6
38249,0.1,0.1
38250,0.1,0.1
38251,0.0,0.0
38252,0.0,0.0
38253,0.4,0.4
38254,0.2,0.2
38255,0.6,0.6
38256,0.0,0.0
38257,0.0,0.0
38258,0.8,0.8
38259,0.0,0.0
38260,0.0,0.0
38261,0.0,0.0
38262,0.1,0.1
38263,0.1,0.1
38264,0.4,0.4
38265,0.1,0.1
38266,0.0,0.0
38267,0.0,0.0
38268,0.7,0.7
38269,0.1,0.1
38270,0.0,0.0
38271,0.0,0.0
38272,0.0,0.0
38273,0.2,0.2
38274,0.1,0.1
38275,0.1,0.1
38276,0.2,0.2
38277,0.0,0.0
38278,0.5,0.5
38279,0.4,0.4
38280,0.2,0.2
38281,0.4,0.4
38282,0.0,0.0
38283,0.9,0.9
38284,0.0,0.0
38285,0.1,0.1
38286,0.3,0.3
38287,0.0,0.0
38288,0.0,0.0
38289,0.1,0.1
38290,0.3,0.3
38291,0.3,0.3
38292,0.3,0.3
38293,0.0,0.0
38294,0.3,0.3
38295,0.3,0.3
38296,0.0,0.0
38297,0.3,0.3
38298,0.4,0.4
38299,0.0,0.0
38300,0.9,0.9
38301,0.6,0.6
38302,0.6,0.6
38303,0.1,0.1
38304,0.1,0.1
38305,0.1,0.1
38306,0.1,0.1
38307,0.1,0.1
38308,0.0,0.0
38309,0.1,0.1
38310,0.0,0.0
38311,0.7,0.7
38312,0.3,0.3
38313,0.4,0.4
38314,0.0,0.0
38315,0.6,0.6
38316,0.1,0.1
38317,0.1,0.1
38318,0.2,0.2
38319,0.5,0.5
38320,0.1,0.1
38321,0.4,0.4
38322,0.1,0.1
38323,0.1,0.1
38324,0.2,0.2
38325,0.6,0.6
38326,0.1,0.1
38327,0.2,0.2
38328,0.5,0.5
38329,0.3,0.3
38330,0.4,0.4
38331,0.1,0.1
38332,0.1,0.1
38333,0.1,0.1
38334,0.6,0.6
38335,0.4,0.4
38336,0.0,0.0
38337,0.7,0.7
38338,0.9,0.9
38339,0.9,0.9
38340,0.0,0.0
38341,0.6,0.6
38342,0.6,0.6
38343,0.1,0.1
38344,0.3,0.3
38345,0.3,0.3
38346,0.0,0.0
38347,0.9,0.9
38348,0.0,0.0
38349,0.0,0.0
38350,0.7,0.7
38351,0.1,0.1
38352,0.0,0.0
38353,0.3,0.3
38354,0.3,0.3
38355,0.3,0.3
38356,0.3,0.3
38357,0.7,0.7
38358,0.2,0.2
38359,0.1,0.1
38360,0.1,0.1
38361,0.6,0.6
38362,0.1,0.1
38363,0.1,0.1
38364,0.0,0.0
38365,0.7,0.7
38366,0.5,0.5
38367,0.4,0.4
38368,0.0,0.0
38369,0.7,0.7
38370,0.1,0.1
38371,0.0,0.0
38372,0.4,0.4
38373,0.4,0.4
38374,0.5,0.5
38375,0.3,0.3
38376,0.1,0.1
38377,0.5,0.5
38378,0.0,0.0
38379,0.2,0.2
38380,0.1,0.1
38381,0.3,0.3
38382,0.1,0.1
38383,0.0,0.0
38384,0.1,0.1
38385,0.0,0.0
38386,0.4,0.4
38387,0.0,0.0
38388,0.2,0.2
38389,0.2,0.2
38390,0.0,0.0
38391,0.9,0.9
38392,0.6,0.6
38393,0.7,0.7
38394,0.2,0.2
38395,0.2,0.2
38396,0.2,0.2
38397,0.8,0.8
38398,0.1,0.1
38399,0.0,0.0
38400,0.7,0.7
38401,0.3,0.3
38402,0.1,0.1
38403,0.0,0.0
38404,0.2,0.2
38405,0.6,0.6
38406,0.1,0.1
38407,0.3,0.3
38408,0.1,0.1
38409,0.1,0.1
38410,0.0,0.0
38411,0.9,0.9
38412,0.1,0.1
38413,0.3,0.3
38414,0.5,0.5
38415,0.0,0.0
38416,0.1,0.1
38417,0.1,0.1
38418,0.0,0.0
38419,0.6,0.6
38420,0.0,0.0
38421,0.4,0.4
38422,0.7,0.7
38423,0.1,0.1
38424,0.0,0.0
38425,0.1,0.1
38426,0.1,0.1
38427,0.0,0.0
38428,0.2,0.2
38429,0.4,0.4
38430,0.0,0.0
38431,0.4,0.4
38432,0.2,0.2
38433,0.9,0.9
38434,0.0,0.0
38435,0.1,0.1
38436,0.3,0.3
38437,0.1,0.1
38438,0.3,0.3
38439,0.1,0.1
38440,0.4,0.4
38441,0.8,0.8
38442,0.0,0.0
38443,0.0,0.0
38444,0.0,0.0
38445,0.2,0.2
38446,0.0,0.0
38447,0.1,0.1
38448,0.0,0.0
38449,0.0,0.0
38450,0.5,0.5
38451,0.1,0.1
38452,0.3,0.3
38453,0.5,0.5
38454,0.5,0.5
38455,0.2,0.2
38456,0.1,0.1
38457,0.4,0.4
38458,0.1,0.1
38459,0.4,0.4
38460,0.2,0.2
38461,0.0,0.0
38462,0.6,0.6
38463,0.9,0.9
38464,0.2,0.2
38465,0.0,0.0
38466,0.0,0.0
38467,0.6,0.6
38468,0.4,0.4
38469,0.0,0.0
38470,0.7,0.7
38471,0.1,0.1
38472,0.2,0.2
38473,0.1,0.1
38474,0.1,0.1
38475,0.1,0.1
38476,0.1,0.1
38477,0.1,0.1
38478,0.6,0.6
38479,0.3,0.3
38480,0.5,0.5
38481,0.0,0.0
38482,0.8,0.8
38483,0.0,0.0
38484,0.2,0.2
38485,0.1,0.1
38486,0.1,0.1
38487,0.1,0.1
38488,0.4,0.4
38489,0.1,0.1
38490,0.0,0.0
38491,0.2,0.2
38492,0.0,0.0
38493,0.0,0.0
38494,0.3,0.3
38495,0.4,0.4
38496,0.1,0.1
38497,0.5,0.5
38498,0.3,0.3
38499,0.0,0.0
38500,0.0,0.0
38501,0.1,0.1
38502,0.1,0.1
38503,0.1,0.1
38504,0.2,0.2
38505,0.1,0.1
38506,0.0,0.0
38507,0.9,0.9
38508,0.1,0.1
38509,0.1,0.1
38510,0.8,0.8
38511,0.2,0.2
38512,0.3,0.3
38513,0.0,0.0
38514,0.1,0.1
38515,0.0,0.0
38516,0.4,0.4
38517,0.1,0.1
38518,0.6,0.6
38519,0.0,0.0
38520,0.1,0.1
38521,0.1,0.1
38522,0.3,0.3
38523,0.1,0.1
38524,0.0,0.0
38525,0.3,0.3
38526,0.6,0.6
38527,0.2,0.2
38528,0.1,0.1
38529,0.0,0.0
38530,0.0,0.0
38531,0.1,0.1
38532,0.5,0.5
38533,0.0,0.0
38534,0.1,0.1
38535,0.0,0.0
38536,0.0,0.0
38537,0.9,0.9
38538,1.0,1.0
38539,0.0,0.0
38540,0.4,0.4
38541,0.3,0.3
38542,0.0,0.0
38543,0.4,0.4
38544,0.3,0.3
38545,0.7,0.7
38546,0.1,0.1
38547,0.1,0.1
38548,0.0,0.0
38549,0.1,0.1
38550,0.1,0.1
38551,0.5,0.5
38552,0.4,0.4
38553,0.4,0.4
38554,0.4,0.4
38555,0.0,0.0
38556,0.0,0.0
38557,0.1,0.1
38558,0.1,0.1
38559,0.1,0.1
38560,0.0,0.0
38561,0.9,0.9
38562,0.4,0.4
38563,0.1,0.1
38564,0.1,0.1
38565,0.7,0.7
38566,0.2,0.2
38567,0.4,0.4
38568,0.4,0.4
38569,0.0,0.0
38570,0.9,0.9
38571,0.2,0.2
38572,0.3,0.3
38573,0.0,0.0
38574,0.0,0.0
38575,0.1,0.1
38576,0.1,0.1
38577,0.0,0.0
38578,0.1,0.1
38579,0.0,0.0
38580,0.1,0.1
38581,0.6,0.6
38582,1.0,1.0
38583,0.1,0.1
38584,0.1,0.1
38585,0.2,0.2
38586,0.0,0.0
38587,0.1,0.1
38588,0.1,0.1
38589,0.0,0.0
38590,0.2,0.2
38591,0.0,0.0
38592,0.1,0.1
38593,0.5,0.5
38594,0.0,0.0
38595,0.0,0.0
38596,0.5,0.5
38597,0.4,0.4
38598,0.2,0.2
38599,0.0,0.0
38600,0.1,0.1
38601,0.1,0.1
38602,0.5,0.5
38603,0.1,0.1
38604,1.0,1.0
38605,0.1,0.1
38606,0.1,0.1
38607,0.2,0.2
38608,0.0,0.0
38609,0.2,0.2
38610,0.1,0.1
38611,0.1,0.1
38612,0.1,0.1
38613,0.2,0.2
38614,0.0,0.0
38615,0.1,0.1
38616,0.0,0.0
38617,0.1,0.1
38618,0.0,0.0
38619,0.0,0.0
38620,0.4,0.4
38621,0.6,0.6
38622,0.0,0.0
38623,0.0,0.0
38624,0.0,0.0
38625,0.1,0.1
38626,0.1,0.1
38627,1.0,1.0
38628,0.1,0.1
38629,0.4,0.4
38630,0.1,0.1
38631,0.1,0.1
38632,0.0,0.0
38633,0.3,0.3
38634,0.0,0.0
38635,0.0,0.0
38636,0.1,0.1
38637,0.2,0.2
38638,0.0,0.0
38639,0.7,0.7
38640,0.0,0.0
38641,0.3,0.3
38642,0.0,0.0
38643,0.4,0.4
38644,0.0,0.0
38645,0.3,0.3
38646,0.5,0.5
38647,0.0,0.0
38648,0.5,0.5
38649,0.7,0.7
38650,0.0,0.0
38651,0.0,0.0
38652,0.3,0.3
38653,0.0,0.0
38654,0.0,0.0
38655,0.0,0.0
38656,0.1,0.1
38657,0.1,0.1
38658,0.0,0.0
38659,0.1,0.1
38660,0.6,0.6
38661,0.1,0.1
38662,0.1,0.1
38663,0.1,0.1
38664,0.8,0.8
38665,0.0,0.0
38666,0.0,0.0
38667,0.3,0.3
38668,0.2,0.2
38669,0.1,0.1
38670,0.3,0.3
38671,0.1,0.1
38672,0.1,0.1
38673,0.6,0.6
38674,0.4,0.4
38675,0.1,0.1
38676,0.1,0.1
38677,0.1,0.1
38678,0.6,0.6
38679,0.1,0.1
38680,0.2,0.2
38681,0.1,0.1
38682,0.6,0.6
38683,0.3,0.3
38684,0.0,0.0
38685,0.1,0.1
38686,0.4,0.4
38687,0.1,0.1
38688,0.1,0.1
38689,0.0,0.0
38690,0.0,0.0
38691,0.1,0.1
38692,0.0,0.0
38693,0.1,0.1
38694,0.2,0.2
38695,0.2,0.2
38696,0.0,0.0
38697,0.3,0.3
38698,0.1,0.1
38699,0.3,0.3
38700,0.0,0.0
38701,0.1,0.1
38702,0.2,0.2
38703,0.1,0.1
38704,0.6,0.6
38705,0.5,0.5
38706,0.1,0.1
38707,0.0,0.0
38708,0.6,0.6
38709,0.2,0.2
38710,0.1,0.1
38711,0.4,0.4
38712,0.6,0.6
38713,0.2,0.2
38714,0.0,0.0
38715,0.2,0.2
38716,0.0,0.0
38717,0.2,0.2
38718,0.1,0.1
38719,0.0,0.0
38720,0.0,0.0
38721,0.0,0.0
38722,0.0,0.0
38723,0.4,0.4
38724,0.1,0.1
38725,0.1,0.1
38726,0.3,0.3
38727,0.2,0.2
38728,0.0,0.0
38729,0.1,0.1
38730,0.0,0.0
38731,0.0,0.0
38732,0.1,0.1
38733,0.0,0.0
38734,0.0,0.0
38735,0.8,0.8
38736,0.0,0.0
38737,0.1,0.1
38738,0.2,0.2
38739,0.3,0.3
38740,0.0,0.0
38741,0.1,0.1
38742,0.4,0.4
38743,0.0,0.0
38744,0.3,0.3
38745,0.1,0.1
38746,0.2,0.2
38747,0.1,0.1
38748,0.8,0.8
38749,0.2,0.2
38750,0.0,0.0
38751,0.1,0.1
38752,0.0,0.0
38753,0.1,0.1
38754,0.0,0.0
38755,0.2,0.2
38756,0.0,0.0
38757,0.2,0.2
38758,0.0,0.0
38759,0.3,0.3
38760,0.0,0.0
38761,0.0,0.0
38762,0.6,0.6
38763,0.0,0.0
38764,0.0,0.0
38765,0.0,0.0
38766,0.0,0.0
38767,0.3,0.3
38768,0.8,0.8
38769,0.2,0.2
38770,0.0,0.0
38771,0.2,0.2
38772,0.2,0.2
38773,0.2,0.2
38774,0.3,0.3
38775,0.3,0.3
38776,0.1,0.1
38777,0.2,0.2
38778,0.1,0.1
38779,0.0,0.0
38780,0.6,0.6
38781,0.1,0.1
38782,0.0,0.0
38783,0.2,0.2
38784,0.8,0.8
38785,0.1,0.1
38786,0.0,0.0
38787,0.6,0.6
38788,0.3,0.3
38789,0.2,0.2
38790,0.2,0.2
38791,0.3,0.3
38792,0.6,0.6
38793,0.5,0.5
38794,0.0,0.0
38795,0.2,0.2
38796,0.6,0.6
38797,0.0,0.0
38798,0.2,0.2
38799,0.0,0.0
38800,0.0,0.0
38801,0.0,0.0
38802,0.2,0.2
38803,0.1,0.1
38804,0.5,0.5
38805,0.4,0.4
38806,0.6,0.6
38807,0.0,0.0
38808,0.1,0.1
38809,0.4,0.4
38810,0.1,0.1
38811,0.1,0.1
38812,0.1,0.1
38813,0.2,0.2
38814,0.3,0.3
38815,0.1,0.1
38816,0.3,0.3
38817,0.2,0.2
38818,0.6,0.6
38819,0.1,0.1
38820,0.1,0.1
38821,0.1,0.1
38822,0.1,0.1
38823,0.0,0.0
38824,0.2,0.2
38825,0.3,0.3
38826,0.4,0.4
38827,0.2,0.2
38828,0.1,0.1
38829,0.0,0.0
38830,0.1,0.1
38831,0.1,0.1
38832,0.1,0.1
38833,0.0,0.0
38834,0.0,0.0
38835,0.2,0.2
38836,0.0,0.0
38837,0.7,0.7
38838,0.0,0.0
38839,0.0,0.0
38840,0.2,0.2
38841,0.0,0.0
38842,0.6,0.6
38843,0.1,0.1
38844,0.1,0.1
38845,0.1,0.1
38846,0.1,0.1
38847,0.2,0.2
38848,0.0,0.0
38849,0.4,0.4
38850,0.0,0.0
38851,0.3,0.3
38852,0.0,0.0
38853,0.0,0.0
38854,0.1,0.1
38855,0.1,0.1
38856,0.2,0.2
38857,0.0,0.0
38858,0.4,0.4
38859,0.4,0.4
38860,0.0,0.0
38861,0.0,0.0
38862,0.1,0.1
38863,0.0,0.0
38864,0.2,0.2
38865,0.0,0.0
38866,0.0,0.0
38867,0.2,0.2
38868,0.1,0.1
38869,0.1,0.1
38870,0.4,0.4
38871,0.1,0.1
38872,0.2,0.2
38873,0.0,0.0
38874,0.2,0.2
38875,0.8,0.8
38876,0.3,0.3
38877,0.1,0.1
38878,0.0,0.0
38879,0.1,0.1
38880,0.0,0.0
38881,0.3,0.3
38882,0.3,0.3
38883,0.2,0.2
38884,0.3,0.3
38885,0.0,0.0
38886,0.1,0.1
38887,0.0,0.0
38888,0.3,0.3
38889,0.1,0.1
38890,0.4,0.4
38891,0.6,0.6
38892,0.0,0.0
38893,0.6,0.6
38894,1.1,1.1
38895,0.9,0.9
38896,0.0,0.0
38897,0.2,0.2
38898,0.4,0.4
38899,0.0,0.0
38900,0.5,0.5
38901,0.2,0.2
38902,0.2,0.2
38903,0.6,0.6
38904,0.1,0.1
38905,0.1,0.1
38906,0.3,0.3
38907,0.3,0.3
38908,0.1,0.1
38909,0.1,0.1
38910,0.1,0.1
38911,0.1,0.1
38912,0.1,0.1
38913,0.4,0.4
38914,0.1,0.1
38915,0.1,0.1
38916,0.4,0.4
38917,0.2,0.2
38918,0.2,0.2
38919,0.5,0.5
38920,0.1,0.1
38921,0.1,0.1
38922,0.1,0.1
38923,0.1,0.1
38924,0.0,0.0
38925,0.8,0.8
38926,0.2,0.2
38927,0.0,0.0
38928,0.0,0.0
38929,0.3,0.3
38930,0.0,0.0
38931,0.0,0.0
38932,0.8,0.8
38933,0.1,0.1
38934,0.2,0.2
38935,0.0,0.0
38936,0.4,0.4
38937,0.1,0.1
38938,0.1,0.1
38939,0.6,0.6
38940,0.4,0.4
38941,0.0,0.0
38942,0.0,0.0
38943,0.6,0.6
38944,0.4,0.4
38945,0.0,0.0
38946,0.8,0.8
38947,0.1,0.1
38948,0.7,0.7
38949,0.3,0.3
38950,0.2,0.2
38951,0.1,0.1
38952,0.0,0.0
38953,0.1,0.1
38954,0.9,0.9
38955,0.4,0.4
38956,0.0,0.0
38957,0.1,0.1
38958,0.0,0.0
38959,0.0,0.0
38960,0.0,0.0
38961,0.1,0.1
38962,0.2,0.2
38963,0.2,0.2
38964,0.0,0.0
38965,0.1,0.1
38966,0.0,0.0
38967,0.0,0.0
38968,0.1,0.1
38969,0.8,0.8
38970,0.1,0.1
38971,0.1,0.1
38972,0.2,0.2
38973,0.1,0.1
38974,0.7,0.7
38975,0.1,0.1
38976,0.7,0.7
38977,0.0,0.0
38978,0.0,0.0
38979,0.0,0.0
38980,0.1,0.1
38981,0.0,0.0
38982,0.6,0.6
38983,0.1,0.1
38984,0.3,0.3
38985,0.0,0.0
38986,0.6,0.6
38987,0.1,0.1
38988,0.1,0.1
38989,0.4,0.4
38990,0.2,0.2
38991,0.3,0.3
38992,0.3,0.3
38993,0.4,0.4
38994,0.0,0.0
38995,0.2,0.2
38996,0.0,0.0
38997,0.0,0.0
38998,0.3,0.3
38999,0.0,0.0
39000,0.6,0.6
39001,0.1,0.1
39002,0.0,0.0
39003,0.4,0.4
39004,0.4,0.4
39005,0.1,0.1
39006,0.3,0.3
39007,0.0,0.0
39008,0.1,0.1
39009,0.1,0.1
39010,0.6,0.6
39011,0.1,0.1
39012,0.1,0.1
39013,0.3,0.3
39014,0.5,0.5
39015,0.1,0.1
39016,0.3,0.3
39017,0.0,0.0
39018,0.6,0.6
39019,0.1,0.1
39020,0.0,0.0
39021,0.1,0.1
39022,0.5,0.5
39023,0.8,0.8
39024,0.1,0.1
39025,0.0,0.0
39026,0.1,0.1
39027,0.0,0.0
39028,0.5,0.5
39029,0.0,0.0
39030,0.1,0.1
39031,0.1,0.1
39032,0.1,0.1
39033,0.0,0.0
39034,0.1,0.1
39035,0.2,0.2
39036,0.2,0.2
39037,0.3,0.3
39038,0.1,0.1
39039,0.0,0.0
39040,0.2,0.2
39041,0.0,0.0
39042,0.2,0.2
39043,0.1,0.1
39044,0.9,0.9
39045,0.1,0.1
39046,0.0,0.0
39047,0.1,0.1
39048,0.2,0.2
39049,0.3,0.3
39050,0.1,0.1
39051,0.0,0.0
39052,0.5,0.5
39053,0.5,0.5
39054,0.0,0.0
39055,0.1,0.1
39056,0.0,0.0
39057,0.0,0.0
39058,0.1,0.1
39059,0.1,0.1
39060,0.2,0.2
39061,0.0,0.0
39062,0.0,0.0
39063,0.4,0.4
39064,0.3,0.3
39065,0.2,0.2
39066,0.0,0.0
39067,0.4,0.4
39068,0.0,0.0
39069,0.0,0.0
39070,0.0,0.0
39071,0.4,0.4
39072,0.0,0.0
39073,0.6,0.6
39074,0.1,0.1
39075,0.2,0.2
39076,0.0,0.0
39077,0.1,0.1
39078,0.0,0.0
39079,0.1,0.1
39080,0.2,0.2
39081,0.1,0.1
39082,0.0,0.0
39083,0.1,0.1
39084,0.6,0.6
39085,0.5,0.5
39086,0.0,0.0
39087,0.4,0.4
39088,0.9,0.9
39089,0.2,0.2
39090,0.5,0.5
39091,0.2,0.2
39092,0.3,0.3
39093,0.4,0.4
39094,0.1,0.1
39095,0.3,0.3
39096,0.0,0.0
39097,0.1,0.1
39098,0.0,0.0
39099,0.6,0.6
39100,0.2,0.2
39101,0.1,0.1
39102,0.0,0.0
39103,0.2,0.2
39104,0.1,0.1
39105,0.4,0.4
39106,0.0,0.0
39107,0.5,0.5
39108,0.4,0.4
39109,0.1,0.1
39110,0.1,0.1
39111,0.5,0.5
39112,0.4,0.4
39113,0.1,0.1
39114,0.3,0.3
39115,0.1,0.1
39116,0.1,0.1
39117,0.0,0.0
39118,0.1,0.1
39119,0.4,0.4
39120,0.5,0.5
39121,0.1,0.1
39122,0.1,0.1
39123,0.0,0.0
39124,0.1,0.1
39125,0.1,0.1
39126,0.3,0.3
39127,0.6,0.6
39128,0.0,0.0
39129,0.1,0.1
39130,0.7,0.7
39131,0.8,0.8
39132,0.0,0.0
39133,0.0,0.0
39134,0.1,0.1
39135,0.2,0.2
39136,0.2,0.2
39137,0.0,0.0
39138,0.1,0.1
39139,0.2,0.2
39140,0.7,0.7
39141,0.4,0.4
39142,0.0,0.0
39143,0.1,0.1
39144,0.0,0.0
39145,0.7,0.7
39146,0.1,0.1
39147,0.0,0.0
39148,0.3,0.3
39149,0.2,0.2
39150,0.0,0.0
39151,0.0,0.0
39152,0.3,0.3
39153,0.1,0.1
39154,0.0,0.0
39155,0.3,0.3
39156,0.5,0.5
39157,0.0,0.0
39158,0.1,0.1
39159,0.0,0.0
39160,0.1,0.1
39161,0.1,0.1
39162,0.1,0.1
39163,0.3,0.3
39164,0.4,0.4
39165,0.2,0.2
39166,0.0,0.0
39167,0.1,0.1
39168,0.0,0.0
39169,0.0,0.0
39170,0.6,0.6
39171,0.1,0.1
39172,0.8,0.8
39173,0.1,0.1
39174,0.0,0.0
39175,0.1,0.1
39176,0.5,0.5
39177,0.1,0.1
39178,0.1,0.1
39179,0.2,0.2
39180,0.6,0.6
39181,0.3,0.3
39182,0.0,0.0
39183,0.8,0.8
39184,0.1,0.1
39185,0.4,0.4
39186,0.1,0.1
39187,0.1,0.1
39188,0.7,0.7
39189,0.1,0.1
39190,0.2,0.2
39191,0.7,0.7
39192,0.6,0.6
39193,0.2,0.2
39194,0.1,0.1
39195,0.0,0.0
39196,0.1,0.1
39197,0.5,0.5
39198,0.4,0.4
39199,0.1,0.1
39200,0.0,0.0
39201,0.3,0.3
39202,0.0,0.0
39203,0.1,0.1
39204,0.0,0.0
39205,0.1,0.1
39206,1.0,1.0
39207,0.1,0.1
39208,0.0,0.0
39209,0.0,0.0
39210,0.1,0.1
39211,0.1,0.1
39212,0.0,0.0
39213,0.1,0.1
39214,0.5,0.5
39215,0.5,0.5
39216,0.0,0.0
39217,0.0,0.0
39218,0.4,0.4
39219,0.1,0.1
39220,0.1,0.1
39221,1.0,1.0
39222,0.9,0.9
39223,0.0,0.0
39224,0.2,0.2
39225,0.5,0.5
39226,0.6,0.6
39227,0.0,0.0
39228,0.2,0.2
39229,0.4,0.4
39230,0.0,0.0
39231,0.0,0.0
39232,0.8,0.8
39233,0.2,0.2
39234,0.1,0.1
39235,0.0,0.0
39236,0.1,0.1
39237,0.1,0.1
39238,0.3,0.3
39239,0.1,0.1
39240,0.0,0.0
